Station Code,DateTimeStamp,TSS,F_TSS,TURB_N,F_TURB_N,SECCHI,F_SECCHI
gtmpcnut,11/30/2020 17:00,4,<0>,4,<1> (CSM), ,<-1>  
gtmpcnut,11/30/2020 19:30,7,<0>,5,<0>, ,<-1>  
gtmpcnut,11/30/2020 22:00,10,<0>,8,<0>, ,<-1>  
gtmpcnut,12/1/2020 0:30,6,<0>,5,<0>, ,<-1>  
gtmpcnut,12/1/2020 3:00,7,<0>,6,<0>, ,<-1>  
gtmpcnut,12/1/2020 5:30,7,<0>,6,<0>, ,<-1>  
gtmpcnut,12/1/2020 8:00,7,<0>,4,<0>, ,<-1>  
gtmfmnut,12/1/2020 10:15,23,<0>,14,<0>,0.8,<0>
gtmfmnut,12/1/2020 10:18,21,<0>,14,<0>,0.8,<0>
gtmpcnut,12/1/2020 10:30,14,<0>,11,<0>, ,<-1>  
gtmpcnut,12/1/2020 12:29,14,<0>,11,<0>,0.3,<0>
gtmpcnut,12/1/2020 12:31,13,<1> (CSM),10,<0>,0.3,<0>
gtmssnut,12/1/2020 12:42,18,<0>,11,<0>,0.8,<0>
gtmssnut,12/1/2020 12:44,16,<0>,11,<0>,0.8,<0>
gtmpinut,12/1/2020 15:00,23,<0>,16,<0>,0.6,<0>
gtmpinut,12/1/2020 15:02,22,<0>,16,<0>,0.6,<0>
gtmpcnut,1/11/2021 9:30,5,<0>,4.1,<1> [GSM] (CHB),,<-1>
gtmpcnut,1/11/2021 12:00,4,<0>,3.5,<1> [GSM] (CHB),,<-1>
gtmpcnut,1/11/2021 14:30,6,<0>,4.3,<1> [GSM] (CHB),,<-1>
gtmpcnut,1/11/2021 17:00,5,<0>,3.7,<0>,,<-1>
gtmpcnut,1/11/2021 19:30,4,<0>,3.5,<0>,,<-1>
gtmpcnut,1/11/2021 22:00,4,<0>,3.1,<0>,,<-1>
gtmpcnut,1/12/2021 0:30,6,<0>,3.6,<0>,,<-1>
gtmpcnut,1/12/2021 3:00,3,<0>,3.3,<0>,,<-1>
gtmpcnut,1/12/2021 5:30,4,<0>,2.8,<0>,,<-1>
gtmpcnut,1/12/2021 8:00,10,<0>,4.8,<0>,,<-1>
gtmfmnut,1/12/2021 9:54,4,<0>,2.6,<0>,,<-2> [GDM]
gtmfmnut,1/12/2021 9:56,3,<0>,2.6,<0>,,<-2> [GDM]
gtmpcnut,1/12/2021 10:30,10,<0>,3.4,<0>,,<-1>
gtmssnut,1/12/2021 11:29,8,<0>,5.7,<0>,1,<0>
gtmssnut,1/12/2021 11:31,9,<0>,5.9,<0>,1,<0>
gtmpcnut,1/12/2021 12:03,4,<0>,3,<0>,1.2,<0>
gtmpcnut,1/12/2021 12:07,4,<1> (CSM),3.3,<0>,1.2,<0>
gtmpinut,1/12/2021 13:06,7,<0>,5.5,<0>,1,<0>
gtmpinut,1/12/2021 13:08,8,<0>,5.7,<0>,1,<0>
gtmpcnut,2/8/2021 9:30,4,<0>,,<-1>,,<-1>
gtmpcnut,2/8/2021 12:00,6,<0>,,<-1>,,<-1>
gtmpcnut,2/8/2021 14:30,6,<0>,,<-1>,,<-1>
gtmpcnut,2/8/2021 17:00,6,<0>,,<-1>,,<-1>
gtmpcnut,2/8/2021 19:30,6,<0>,,<-1>,,<-1>
gtmpcnut,2/8/2021 22:00,7,<0>,,<-1>,,<-1>
gtmpcnut,2/9/2021 0:30,6,<0>,,<-1>,,<-1>
gtmpcnut,2/9/2021 3:00,4,<0>,,<-1>,,<-1>
gtmpcnut,2/9/2021 5:30,4,<0>,,<-1>,,<-1>
gtmpcnut,2/9/2021 8:00,16,<0>,,<-1>,,<-1>
gtmfmnut,2/9/2021 8:37,4,<0>,,<-1>,1.2,<0>
gtmfmnut,2/9/2021 8:39,3,<-4> [SBL],,<-1>,1.2,<0>
gtmpcnut,2/9/2021 10:30,7,<0>,,<-1>,,<-1>
gtmpcnut,2/9/2021 10:48,6,<0>,,<-1>,0.5,<0>
gtmpcnut,2/9/2021 10:51,6,<0>,,<-1>,0.5,<0>
gtmssnut,2/9/2021 11:30,6,<0>,,<-1>,1.2,<0>
gtmssnut,2/9/2021 11:32,6,<0>,,<-1>,1.2,<0>
gtmpinut,2/24/2021 9:03,15,<0>,,<-1>,,<-2> [GDM]
gtmpinut,2/24/2021 9:05,16,<0>,,<-1>,,<-2> [GDM]
gtmpcnut,3/9/2021 9:30,7,<1> (CSM),,<-1>,,<-1>
gtmpcnut,3/9/2021 12:00,4,<0>,,<-1>,,<-1>
gtmpcnut,3/9/2021 14:30,5,<0>,,<-1>,,<-1>
gtmpcnut,3/9/2021 17:00,7,<0>,,<-1>,,<-1>
gtmpcnut,3/9/2021 19:30,10,<0>,,<-1>,,<-1>
gtmpcnut,3/9/2021 22:00,8,<0>,,<-1>,,<-1>
gtmpcnut,3/10/2021 0:30,7,<0>,,<-1>,,<-1>
gtmpcnut,3/10/2021 3:00,4,<0>,,<-1>,,<-1>
gtmpcnut,3/10/2021 5:30,6,<0>,,<-1>,,<-1>
gtmfmnut,3/10/2021 7:59,5,<0>,,<-1>,1.1,<0>
gtmpcnut,3/10/2021 8:00,18,<0>,,<-1>,,<-1>
gtmfmnut,3/10/2021 8:01,6,<0>,,<-1>,1.1,<0>
gtmssnut,3/10/2021 8:51,5,<0>,,<-1>,0.9,<0>
gtmssnut,3/10/2021 8:53,6,<0>,,<-1>,0.9,<0>
gtmpinut,3/10/2021 9:51,9,<0>,,<-1>,0.6,<0>
gtmpinut,3/10/2021 9:53,8,<0>,,<-1>,0.6,<0>
gtmpcnut,3/10/2021 10:28,8,<0>,,<-1>,0.4,<0>
gtmpcnut,3/10/2021 10:29,8,<0>,,<-1>,0.4,<0>
gtmpcnut,3/10/2021 10:30,12,<0>,,<-1>,,<-1>
gtmpcnut,4/6/2021 8:30,8,<0>,6,<1> [GSM] (CHB),,<-1>
gtmpcnut,4/6/2021 11:00,7,<0>,6.3,<1> (CHB),,<-1>
gtmpcnut,4/6/2021 13:30,7,<0>,5.3,<1> (CHB),,<-1>
gtmpcnut,4/6/2021 16:00,8,<0>,6.5,<0>,,<-1>
gtmpcnut,4/6/2021 18:30,14,<0>,9.1,<0>,,<-1>
gtmpcnut,4/6/2021 21:00,8,<0>,6.8,<0>,,<-1>
gtmpcnut,4/6/2021 23:30,10,<0>,8,<0>,,<-1>
gtmpcnut,4/7/2021 2:00,6,<0>,5.4,<0>,,<-1>
gtmpcnut,4/7/2021 4:30,14,<0>,9.1,<0>,,<-1>
gtmpcnut,4/7/2021 7:00,20,<0>,12,<0>,,<-1>
gtmfmnut,4/7/2021 7:52,10,<0>,5.3,<0>,1.5,<0>
gtmfmnut,4/7/2021 7:54,10,<0>,5,<0>,1.5,<0>
gtmpcnut,4/7/2021 8:55,12,<1> (CSM),7.8,<0>,0.5,<0>
gtmpcnut,4/7/2021 8:57,12,<1> (CSM),7.9,<0>,0.5,<0>
gtmssnut,4/7/2021 9:10,12,<0>,8.3,<0>,,<-2> [GDM]
gtmssnut,4/7/2021 9:12,11,<0>,7.4,<0>,,<-2> [GDM]
gtmpcnut,4/7/2021 9:30,11,<0>,8.5,<1> (CSM),,<-1>
gtmpinut,4/7/2021 10:44,13,<0>,8.4,<0>,0.8,<0>
gtmpinut,4/7/2021 10:46,12,<0>,8.2,<0>,0.8,<0>
gtmpcnut,5/10/2021 8:30,24,<0>,,<-1>,,<-1>
gtmpcnut,5/10/2021 11:00,24,<0>,,<-1>,,<-1>
gtmpcnut,5/10/2021 13:30,24,<0>,,<-1>,,<-1>
gtmpcnut,5/10/2021 16:00,30,<0>,,<-1>,,<-1>
gtmpcnut,5/10/2021 18:30,19,<0>,,<-1>,,<-1>
gtmpcnut,5/10/2021 21:00,28,<0>,,<-1>,,<-1>
gtmpcnut,5/10/2021 23:30,21,<0>,,<-1>,,<-1>
gtmpcnut,5/11/2021 2:00,13,<0>,,<-1>,,<-1>
gtmpcnut,5/11/2021 4:30,12,<0>,,<-1>,,<-1>
gtmpcnut,5/11/2021 7:00,14,<0>,,<-1>,,<-1>
gtmfmnut,5/11/2021 9:07,11,<0>,,<-1>,0.9,<0>
gtmfmnut,5/11/2021 9:09,10,<0>,,<-1>,0.9,<0>
gtmpcnut,5/11/2021 9:30,21,<1> (CSM),,<-1>,,<-1>
gtmssnut,5/11/2021 10:15,20,<0>,,<-1>,0.6,<0>
gtmssnut,5/11/2021 10:17,18,<0>,,<-1>,0.6,<0>
gtmpinut,5/11/2021 11:23,18,<1> (CSM),,<-1>,0.5,<0>
gtmpinut,5/11/2021 11:25,18,<0>,,<-1>,0.5,<0>
gtmpcnut,5/11/2021 12:22,21,<0>,,<-1>,0.5,<0>
gtmpcnut,5/11/2021 12:26,22,<0>,,<-1>,0.5,<0>
gtmpcnut,6/7/2021 8:30,28,<1> (CSM),,<-1>,,<-1>
gtmpcnut,6/7/2021 11:00,25,<0>,,<-1>,,<-1>
gtmpcnut,6/7/2021 13:30,23,<0>,,<-1>,,<-1>
gtmpcnut,6/7/2021 16:00,25,<0>,,<-1>,,<-1>
gtmpcnut,6/7/2021 18:30,53,<0>,,<-1>,,<-1>
gtmpcnut,6/7/2021 21:00,68,<0>,,<-1>,,<-1>
gtmpcnut,6/7/2021 23:30,68,<0>,,<-1>,,<-1>
gtmpcnut,6/8/2021 2:00,31,<0>,,<-1>,,<-1>
gtmpcnut,6/8/2021 4:30,12,<0>,,<-1>,,<-1>
gtmpcnut,6/8/2021 7:00,18,<0>,,<-1>,,<-1>
gtmfmnut,6/8/2021 7:55,30,<0>,,<-1>,1.3,<0>
gtmfmnut,6/8/2021 7:57,33,<0>,,<-1>,1.3,<0>
gtmssnut,6/8/2021 9:09,29,<0>,,<-1>,0.9,<0>
gtmssnut,6/8/2021 9:11,32,<0>,,<-1>,0.9,<0>
gtmpcnut,6/8/2021 9:30,27,<0>,,<-1>,,<-1>
gtmpinut,6/8/2021 10:35,45,<0>,,<-1>,,<-2> [GDM]
gtmpinut,6/8/2021 10:37,48,<0>,,<-1>,,<-2> [GDM]
gtmpcnut,6/8/2021 11:22,26,<0>,,<-1>,0.5,<0>
gtmpcnut,6/8/2021 11:24,22,<0>,,<-1>,0.5,<0>
gtmpcnut,7/20/2021 8:30,23,<0>, ,<-1>,,<-1>
gtmpcnut,7/20/2021 11:00,7,<0>, ,<-1>,,<-1>
gtmpcnut,7/20/2021 13:30,14,<0>, ,<-1>,,<-1>
gtmpcnut,7/20/2021 16:00,14,<0>, ,<-1>,,<-1>
gtmpcnut,7/20/2021 18:30,40,<0>, ,<-1>,,<-1>
gtmpcnut,7/20/2021 21:00,66,<0>, ,<-1>,,<-1>
gtmpcnut,7/20/2021 23:30,47,<0>, ,<-1>,,<-1>
gtmpcnut,7/21/2021 2:00,18,<0>, ,<-1>,,<-1>
gtmpcnut,7/21/2021 4:30,16,<0>, ,<-1>,,<-1>
gtmfmnut,7/21/2021 6:34,13,<0>, ,<-1>,,<-2> [GDM]
gtmfmnut,7/21/2021 6:37,13,<1> (CSM), ,<-1>,,<-2> [GDM]
gtmpcnut,7/21/2021 7:00,42,<0>, ,<-1>,,<-1>
gtmssnut,7/21/2021 7:34,34,<0>, ,<-1>,,<-2> [GDM]
gtmssnut,7/21/2021 7:37,36,<0>, ,<-1>,,<-2> [GDM]
gtmpinut,7/21/2021 8:32,17,<0>, ,<-1>,,<-2> [GDM]
gtmpinut,7/21/2021 8:35,18,<0>, ,<-1>,,<-2> [GDM]
gtmpcnut,7/21/2021 9:25,56,<0>, ,<-1>,0.4,<0>
gtmpcnut,7/21/2021 9:27,52,<0>, ,<-1>,0.4,<0>
gtmpcnut,7/21/2021 9:30,72,<0>, ,<-1>,,<-1>
gtmpcnut,8/18/2021 8:30,13,<0>,,<-1>,,<-1>
gtmpcnut,8/18/2021 11:00,8,<0>,,<-1>,,<-1>
gtmpcnut,8/18/2021 13:30,6,<0>,,<-1>,,<-1>
gtmpcnut,8/18/2021 16:00,14,<0>,,<-1>,,<-1>
gtmpcnut,8/18/2021 18:30,40,<0>,,<-1>,,<-1>
gtmpcnut,8/18/2021 21:00,16,<0>,,<-1>,,<-1>
gtmpcnut,8/18/2021 23:30,11,<0>,,<-1>,,<-1>
gtmpcnut,8/19/2021 2:00,8,<0>,,<-1>,,<-1>
gtmpcnut,8/19/2021 4:30,7,<0>,,<-1>,,<-1>
gtmfmnut,8/19/2021 6:54,28,<0>,,<-1>,0.9,<0>
gtmfmnut,8/19/2021 6:55,28,<0>,,<-1>,0.9,<0>
gtmpcnut,8/19/2021 7:00,15,<0>,,<-1>,,<-1>
gtmssnut,8/19/2021 8:12,32,<0>,,<-1>,0.7,<0>
gtmssnut,8/19/2021 8:14,28,<0>,,<-1>,0.7,<0>
gtmpcnut,8/19/2021 9:30,14,<0>,,<-1>,,<-1>
gtmpcnut,8/19/2021 9:35,12,<0>,,<-1>,,<-2> [GDM]
gtmpcnut,8/19/2021 9:37,12,<1> (CSM),,<-1>,,<-2> [GDM]
gtmpinut,8/19/2021 9:46,32,<0>,,<-1>,0.6,<0>
gtmpinut,8/19/2021 9:48,34,<0>,,<-1>,0.6,<0>
gtmpcnut,9/7/2021 8:30,24,<0>,,<-1>,,<-1>
gtmpcnut,9/7/2021 11:00,65,<0>,,<-1>,,<-1>
gtmpcnut,9/7/2021 13:30,32,<0>,,<-1>,,<-1>
gtmpcnut,9/7/2021 16:00,16,<0>,,<-1>,,<-1>
gtmpcnut,9/7/2021 18:30,10,<0>,,<-1>,,<-1>
gtmpcnut,9/7/2021 21:00,25,<0>,,<-1>,,<-1>
gtmpcnut,9/7/2021 23:30,30,<0>,,<-1>,,<-1>
gtmpcnut,9/8/2021 2:00,39,<0>,,<-1>,,<-1>
gtmpcnut,9/8/2021 4:30,10,<0>,,<-1>,,<-1>
gtmpcnut,9/8/2021 7:00,9,<0>,,<-1>,,<-1>
gtmpcnut,9/8/2021 9:30,24,<0>,,<-1>,,<-1>
gtmfmnut,9/8/2021 10:24,6,<0>,,<-1>,1.6,<0>
gtmfmnut,9/8/2021 10:26,6,<0>,,<-1>,1.6,<0>
gtmssnut,9/8/2021 11:38,22,<0>,,<-1>,1.2,<0>
gtmssnut,9/8/2021 11:40,23,<0>,,<-1>,1.2,<0>
gtmpcnut,9/8/2021 12:29,21,<1> (CSM),,<-1>,0.5,<0>
gtmpcnut,9/8/2021 12:31,26,<0>,,<-1>,0.5,<0>
gtmpinut,9/8/2021 12:55,23,<0>,,<-1>,1.1,<0>
gtmpinut,9/8/2021 12:57,22,<0>,,<-1>,1.1,<0>
gtmpcnut,10/4/2021 8:30,37,<0>,,<-1>,,<-1>
gtmpcnut,10/4/2021 11:00,19,<0>,,<-1>,,<-1>
gtmpcnut,10/4/2021 13:30,20,<0>,,<-1>,,<-1>
gtmpcnut,10/4/2021 16:00,13,<0>,,<-1>,,<-1>
gtmpcnut,10/4/2021 18:30,15,<0>,,<-1>,,<-1>
gtmpcnut,10/4/2021 21:00,33,<0>,,<-1>,,<-1>
gtmpcnut,10/4/2021 23:30,28,<0>,,<-1>,,<-1>
gtmpcnut,10/5/2021 2:00,12,<0>,,<-1>,,<-1>
gtmpcnut,10/5/2021 4:30,10,<0>,,<-1>,,<-1>
gtmpcnut,10/5/2021 7:00,18,<0>,,<-1>,,<-1>
gtmfmnut,10/5/2021 8:11,8,<0>,,<-1>,1.4,<0>
gtmfmnut,10/5/2021 8:13,9,<0>,,<-1>,1.4,<0>
gtmssnut,10/5/2021 9:22,12,<0>,,<-1>,1.1,<0>
gtmssnut,10/5/2021 9:24,10,<0>,,<-1>,1.1,<0>
gtmpcnut,10/5/2021 9:30,18,<1> (CSM),,<-1>,,<-1>
gtmpinut,10/5/2021 10:34,17,<0>,,<-1>,1,<0>
gtmpinut,10/5/2021 10:36,16,<0>,,<-1>,1,<0>
gtmpcnut,10/5/2021 12:22,14,<0>,,<-1>,0.5,<0>
gtmpcnut,10/5/2021 12:24,13,<1> (CSM),,<-1>,0.5,<0>
gtmpcnut,11/1/2021 8:30,12,<0>,,<-1>,,<-1>
gtmpcnut,11/1/2021 11:00,10,<0>,,<-1>,,<-1>
gtmpcnut,11/1/2021 13:30,14,<0>,,<-1>,,<-1>
gtmpcnut,11/1/2021 16:00,16,<0>,,<-1>,,<-1>
gtmpcnut,11/1/2021 18:30,15,<0>,,<-1>,,<-1>
gtmpcnut,11/1/2021 21:00,25,<0>,,<-1>,,<-1>
gtmpcnut,11/1/2021 23:30,20,<0>,,<-1>,,<-1>
gtmpcnut,11/2/2021 2:00,12,<0>,,<-1>,,<-1>
gtmpcnut,11/2/2021 4:30,12,<0>,,<-1>,,<-1>
gtmpcnut,11/2/2021 7:00,14,<1> (CSM),,<-1>,,<-1>
gtmfmnut,11/2/2021 7:47,18,<0>,,<-1>,1.1,<0>
gtmfmnut,11/2/2021 7:49,19,<0>,,<-1>,1.1,<0>
gtmssnut,11/2/2021 9:19,18,<1> (CSM),,<-1>,1,<0>
gtmssnut,11/2/2021 9:20,18,<0>,,<-1>,1,<0>
gtmpcnut,11/2/2021 9:30,20,<0>,,<-1>,,<-1>
gtmpinut,11/2/2021 10:50,17,<0>,,<-1>,0.8,<0>
gtmpinut,11/2/2021 10:52,17,<0>,,<-1>,0.8,<0>
gtmpcnut,11/2/2021 12:00,16,<1> (CSM),,<-1>,1.2,<0>
gtmpcnut,11/2/2021 12:03,9,<0>,,<-1>,1.2,<0>
gtmpcnut,12/5/2021 9:30,7,<0>,,<-1>,,<-1>
gtmpcnut,12/5/2021 12:00,12,<0>,,<-1>,,<-1>
gtmpcnut,12/5/2021 14:30,4,<0>,,<-1>,,<-1>
gtmpcnut,12/5/2021 17:00,12,<0>,,<-1>,,<-1>
gtmpcnut,12/5/2021 19:30,7,<0>,,<-1>,,<-1>
gtmpcnut,12/5/2021 22:00,9,<0>,,<-1>,,<-1>
gtmpcnut,12/6/2021 0:30,11,<0>,,<-1>,,<-1>
gtmpcnut,12/6/2021 3:00,11,<0>,,<-1>,,<-1>
gtmpcnut,12/6/2021 5:30,4,<0>,,<-1>,,<-1>
gtmpcnut,12/6/2021 8:00,3,<-4> [SBL],,<-1>,,<-1>
gtmpcnut,12/6/2021 10:30,6,<0>,,<-1>,,<-1>
gtmfmnut,12/6/2021 11:42,8,<0>,,<-1>,1.8,<0>
gtmfmnut,12/6/2021 11:44,9,<0>,,<-1>,1.8,<0>
gtmssnut,12/6/2021 12:46,9,<0>,,<-1>,1.1,<0>
gtmssnut,12/6/2021 12:49,10,<0>,,<-1>,1.1,<0>
gtmpcnut,12/6/2021 13:50,11,<0>,,<-1>,0.9,<0>
gtmpcnut,12/6/2021 13:52,11,<1> (CSM),,<-1>,0.9,<0>
gtmpinut,12/6/2021 14:04,10,<0>,,<-1>,0.9,<0>
gtmpinut,12/6/2021 14:07,10,<0>,,<-1>,0.9,<0>
gtmfmnut,1/4/2022 10:28,16,<0>,,<-1>,1,<0>
gtmfmnut,1/4/2022 10:32,16,<0>,,<-1>,1,<0>
gtmssnut,1/4/2022 11:32,14,<0>,,<-1>,1.2,<0>
gtmssnut,1/4/2022 11:35,14,<0>,,<-1>,1.2,<0>
gtmpinut,1/4/2022 12:46,10,<0>,,<-1>,1.3,<0>
gtmpinut,1/4/2022 12:50,10,<0>,,<-1>,1.3,<0>
gtmpcnut,1/4/2022 14:32,17,<0>,,<-1>,0.8,<0>
gtmpcnut,1/4/2022 14:35,17,<1> (CSM),,<-1>,0.8,<0>
gtmpcnut,1/17/2022 9:30,10,<0>,,<-1>,,<-1>
gtmpcnut,1/17/2022 12:00,11,<0>,,<-1>,,<-1>
gtmpcnut,1/17/2022 14:30,8,<0>,,<-1>,,<-1>
gtmpcnut,1/17/2022 17:00,8,<0>,,<-1>,,<-1>
gtmpcnut,1/17/2022 19:30,8,<0>,,<-1>,,<-1>
gtmpcnut,1/17/2022 22:00,9,<0>,,<-1>,,<-1>
gtmpcnut,1/18/2022 0:30,6,<0>,,<-1>,,<-1>
gtmpcnut,1/18/2022 3:00,8,<0>,,<-1>,,<-1>
gtmpcnut,1/18/2022 5:30,8,<0>,,<-1>,,<-1>
gtmpcnut,1/18/2022 8:00,4,<0>,,<-1>,,<-1>
gtmpcnut,1/18/2022 10:30,12,<0>,,<-1>,,<-1>
gtmfmnut,2/1/2022 8:59,7,<0>,,<-1>,1.2,<0>
gtmfmnut,2/1/2022 9:01,6,<0>,,<-1>,1.2,<0>
gtmssnut,2/1/2022 10:04,17,<0>,,<-1>,0.9,<0>
gtmssnut,2/1/2022 10:06,18,<0>,,<-1>,0.9,<0>
gtmpinut,2/1/2022 11:27,11,<0>,,<-1>,1.6,<0>
gtmpinut,2/1/2022 11:29,11,<0>,,<-1>,1.6,<0>
gtmpcnut,2/1/2022 13:45,5,<0>,,<-1>,1.6,<0>
gtmpcnut,2/1/2022 13:47,5,<0>,,<-1>,1.6,<0>
gtmpcnut,2/14/2022 9:30,16,<0>,,<-1>,,<-1>
gtmpcnut,2/14/2022 12:00,14,<0>,,<-1>,,<-1>
gtmpcnut,2/14/2022 14:30,10,<0>,,<-1>,,<-1>
gtmpcnut,2/14/2022 17:00,13,<0>,,<-1>,,<-1>
gtmpcnut,2/14/2022 19:30,12,<0>,,<-1>,,<-1>
gtmpcnut,2/14/2022 22:00,9,<0>,,<-1>,,<-1>
gtmpcnut,2/15/2022 0:30,10,<0>,,<-1>,,<-1>
gtmpcnut,2/15/2022 3:00,9,<1> (CSM),,<-1>,,<-1>
gtmpcnut,2/15/2022 5:30,8,<0>,,<-1>,,<-1>
gtmpcnut,2/15/2022 8:00,9,<0>,,<-1>,,<-1>
gtmpcnut,2/15/2022 10:30,11,<1> (CSM),,<-1>,,<-1>
gtmfmnut,3/2/2022 8:46,13,<0>,,<-1>,1.3,<0>
gtmfmnut,3/2/2022 8:48,12,<0>,,<-1>,1.3,<0>
gtmssnut,3/2/2022 9:58,12,<0>,,<-1>,1.1,<0>
gtmssnut,3/2/2022 10:00,12,<0>,,<-1>,1.1,<0>
gtmpinut,3/2/2022 11:21,17,<0>,,<-1>,1,<0>
gtmpinut,3/2/2022 11:22,16,<0>,,<-1>,1,<0>
gtmpcnut,3/2/2022 13:30,11,<0>,,<-1>,1,<0>
gtmpcnut,3/2/2022 13:32,11,<1> (CSM),,<-1>,1,<0>
gtmpcnut,3/14/2022 8:30,13,<0>,,<-1>,,<-1>
gtmpcnut,3/14/2022 11:00,10,<0>,,<-1>,,<-1>
gtmpcnut,3/14/2022 13:30,6,<0>,,<-1>,,<-1>
gtmpcnut,3/14/2022 16:00,7,<0>,,<-1>,,<-1>
gtmpcnut,3/14/2022 18:30,11,<0>,,<-1>,,<-1>
gtmpcnut,3/14/2022 21:00,11,<0>,,<-1>,,<-1>
gtmpcnut,3/14/2022 23:30,8,<0>,,<-1>,,<-1>
gtmpcnut,3/15/2022 2:00,7,<0>,,<-1>,,<-1>
gtmpcnut,3/15/2022 4:30,5,<0>,,<-1>,,<-1>
gtmpcnut,3/15/2022 7:00,8,<0>,,<-1>,,<-1>
gtmpcnut,3/15/2022 9:30,14,<1> (CSM),,<-1>,,<-1>
gtmfmnut,4/13/2022 7:25,18,<0>,,<-1>,0.9,<0>
gtmfmnut,4/13/2022 7:26,20,<0>,,<-1>,0.9,<0>
gtmssnut,4/13/2022 8:33,22,<0>,,<-1>,0.7,<0>
gtmssnut,4/13/2022 8:35,22,<0>,,<-1>,0.7,<0>
gtmpinut,4/13/2022 10:02,31,<0>,,<-1>,0.5,<0>
gtmpinut,4/13/2022 10:04,29,<0>,,<-1>,0.5,<0>
gtmpcnut,4/13/2022 12:16,6,<0>,,<-1>,0.4,<0>
gtmpcnut,4/13/2022 12:18,7,<0>,,<-1>,0.4,<0>
gtmpcnut,4/18/2022 8:30,8,<0>,,<-1>,,<-1>
gtmpcnut,4/18/2022 11:00,6,<0>,,<-1>,,<-1>
gtmpcnut,4/18/2022 13:30,4,<0>,,<-1>,,<-1>
gtmpcnut,4/18/2022 16:00,18,<0>,,<-1>,,<-1>
gtmpcnut,4/18/2022 18:30,15,<0>,,<-1>,,<-1>
gtmpcnut,4/18/2022 21:00,8,<0>,,<-1>,,<-1>
gtmpcnut,4/18/2022 23:30,18,<1> (CSM),,<-1>,,<-1>
gtmpcnut,4/19/2022 2:00,8,<0>,,<-1>,,<-1>
gtmpcnut,4/19/2022 4:30,32,<0>,,<-1>,,<-1>
gtmpcnut,4/19/2022 7:00,20,<0>,,<-1>,,<-1>
gtmpcnut,4/19/2022 9:30,10,<0>,,<-1>,,<-1>
gtmfmnut,5/2/2022 10:36,13,<0>,,<-1>,0.5,<0>
gtmfmnut,5/2/2022 10:38,13,<0>,,<-1>,0.5,<0>
gtmssnut,5/2/2022 11:50,30,<0>,,<-1>,0.4,<0>
gtmssnut,5/2/2022 11:52,29,<0>,,<-1>,0.4,<0>
gtmpcnut,5/2/2022 12:51,14,<0>,,<-1>,0.5,<0>
gtmpcnut,5/2/2022 12:53,13,<0>,,<-1>,0.5,<0>
gtmpinut,5/2/2022 13:10,26,<0>,,<-1>,0.5,<0>
gtmpinut,5/2/2022 13:12,28,<0>,,<-1>,0.5,<0>
gtmpcnut,5/16/2022 8:30,16,<1> (CSM),,<-1>,,<-1>
gtmpcnut,5/16/2022 11:00,,<-2> [GDM],,<-1>,,<-1>
gtmpcnut,5/16/2022 13:30,21,<0>,,<-1>,,<-1>
gtmpcnut,5/16/2022 16:00,21,<0>,,<-1>,,<-1>
gtmpcnut,5/16/2022 18:30,17,<0>,,<-1>,,<-1>
gtmpcnut,5/16/2022 21:00,26,<0>,,<-1>,,<-1>
gtmpcnut,5/16/2022 23:30,30,<0>,,<-1>,,<-1>
gtmpcnut,5/17/2022 2:00,25,<0>,,<-1>,,<-1>
gtmpcnut,5/17/2022 4:30,30,<0>,,<-1>,,<-1>
gtmpcnut,5/17/2022 7:00,24,<0>,,<-1>,,<-1>
gtmpcnut,5/17/2022 9:30,18,<1> (CSM),,<-1>,,<-1>
gtmfmnut,6/14/2022 8:16,11,<0>,,<-1>,1.2,<0>
gtmfmnut,6/14/2022 8:18,10,<0>,,<-1>,1.2,<0>
gtmssnut,6/14/2022 9:31,21,<0>,,<-1>,0.7,<0>
gtmssnut,6/14/2022 9:34,22,<0>,,<-1>,0.7,<0>
gtmpinut,6/14/2022 10:59,28,<0>,,<-1>,0.8,<0>
gtmpinut,6/14/2022 11:03,26,<0>,,<-1>,0.8,<0>
gtmpcnut,6/14/2022 12:13,12,<0>,,<-1>,0.4,<0>
gtmpcnut,6/14/2022 12:17,13,<0>,,<-1>,0.4,<0>
gtmpcnut,6/27/2022 8:30,16,<0>,,<-1>,,<-1>
gtmpcnut,6/27/2022 11:00,27,<0>,,<-1>,,<-1>
gtmpcnut,6/27/2022 13:30,36,<0>,,<-1>,,<-1>
gtmpcnut,6/27/2022 16:00,21,<0>,,<-1>,,<-1>
gtmpcnut,6/27/2022 18:30,20,<0>,,<-1>,,<-1>
gtmpcnut,6/27/2022 21:00,16,<0>,,<-1>,,<-1>
gtmpcnut,6/27/2022 23:30,30,<0>,,<-1>,,<-1>
gtmpcnut,6/28/2022 2:00,30,<0>,,<-1>,,<-1>
gtmpcnut,6/28/2022 4:30,23,<0>,,<-1>,,<-1>
gtmpcnut,6/28/2022 7:00,16,<0>,,<-1>,,<-1>
gtmpcnut,6/28/2022 9:30,20,<0>,,<-1>,,<-1>
gtmfmnut,7/12/2022 7:15,7,<1> (CSM),,<-1>,1.6,<0>
gtmfmnut,7/12/2022 7:17,6,<0>,,<-1>,1.6,<0>
gtmssnut,7/12/2022 8:25,20,<0>,,<-1>,0.9,<0>
gtmssnut,7/12/2022 8:27,22,<0>,,<-1>,0.9,<0>
